smiles_aromatic,smiles_kekulized,nb_atoms,sw_filter_chembl,sw_filter_zinc,nb_unknown_gcf_chembl,nb_unknown_ecfp_chembl,nb_unknown_gcf_chembl_zinc,nb_unknown_ecfp_chembl_zinc
CCN(C=O)C1CCCCC1,CCN(C=O)C1CCCCC1,11,1.0,1.0,0,0,0,0
Cc1nc[nH]c1CCN,CC1=C(CCN)NC=N1,9,1.0,1.0,0,0,0,0
CCC(O)C=CC=CC=CC=O,CCC(O)C=CC=CC=CC=O,12,1.0,1.0,0,0,0,0
CC1(O)C2CC3CC(C2)CC1C3,CC1(O)C2CC3CC(C2)CC1C3,12,1.0,1.0,0,0,0,0
NC1=NC2CCCCC2CS1,NC1=NC2CCCCC2CS1,11,1.0,1.0,0,0,0,0
CCOC(=O)c1c(C)c[nH]c1C,CCOC(=O)C1=C(C)NC=C1C,12,1.0,1.0,0,0,0,0
CCCN(CC(C)=O)N=O,CCCN(CC(C)=O)N=O,10,1.0,1.0,0,0,0,0
N=C(N)N1CCCC1CC(=O)O,N=C(N)N1CCCC1CC(=O)O,12,1.0,1.0,0,0,0,0
C=C(C)c1nc(N)nc(N)n1,C=C(C)C1=NC(N)=NC(N)=N1,11,1.0,1.0,0,0,0,0
CN=NNc1ccc(C#N)cc1,CN=NNC1=CC=C(C#N)C=C1,12,1.0,1.0,0,0,0,0
COc1cc(O)cc(O)c1,COC1=CC(O)=CC(O)=C1,10,1.0,1.0,0,0,0,0
c1ccc2nocc2c1,C1=CC2=CON=C2C=C1,9,1.0,1.0,0,0,0,0
Cc1ccccc1C(=N)N,CC1=CC=CC=C1C(=N)N,10,1.0,1.0,0,0,0,0
C=C1CC(C(C)(C)C)OC1=O,C=C1CC(C(C)(C)C)OC1=O,11,1.0,1.0,0,0,0,0
Cc1cnc2ccc(F)cc2c1,CC1=CN=C2C=CC(F)=CC2=C1,12,1.0,1.0,0,0,0,0
C=CCc1ccc(OC)c(O)c1,C=CCC1=CC=C(OC)C(O)=C1,12,1.0,1.0,0,0,0,0
N=C(N)NN=Cc1ccccc1,N=C(N)NN=CC1=CC=CC=C1,12,1.0,1.0,0,0,0,0
OCC(O)C1NCC1O,OCC(O)C1NCC1O,9,1.0,1.0,0,0,0,0
CNC(=O)Nc1nccs1,CNC(=O)NC1=NC=CS1,10,1.0,1.0,0,0,0,0
Cc1ccccc1F,CC1=CC=CC=C1F,8,1.0,1.0,0,0,0,0
CCNCCNCC,CCNCCNCC,8,1.0,1.0,0,0,0,0
CCNC(=O)C(=O)NCC(=O)O,CCNC(=O)C(=O)NCC(=O)O,12,1.0,1.0,0,0,0,0
COC1OC(CO)C(O)C1N,COC1OC(CO)C(O)C1N,11,1.0,1.0,0,0,0,0
CC1CO1,CC1CO1,4,1.0,1.0,0,0,0,0
OCC1CCCN2CCCCC12,OCC1CCCN2CCCCC12,12,1.0,1.0,0,0,0,0
NC(CO)C(=O)N1CCC2CC21,NC(CO)C(=O)N1CCC2CC21,12,1.0,1.0,0,0,0,0
CNC1(C(N)=O)CCNCC1,CNC1(C(N)=O)CCNCC1,11,1.0,1.0,0,0,0,0
Fc1cccc(-c2c[nH]nn2)c1,FC1=CC=CC(C2=CNN=N2)=C1,12,1.0,1.0,0,0,0,0
CC(=O)C1CCCC1=O,CC(=O)C1CCCC1=O,9,1.0,1.0,0,0,0,0
CCCCc1ccc(O)cc1,CCCCC1=CC=C(O)C=C1,11,1.0,1.0,0,0,0,0
O=C1CCO1,O=C1CCO1,5,1.0,1.0,0,0,0,0
Cc1cccc2cccnc12,CC1=CC=CC2=CC=CN=C12,11,1.0,1.0,0,0,0,0
NC(CS(=O)(=O)NO)C(=O)O,NC(CS(=O)(=O)NO)C(=O)O,11,1.0,1.0,0,0,0,0
CCOc1ncccc1N,CCOC1=NC=CC=C1N,10,1.0,1.0,0,0,0,0
Cc1cccc(C(=O)NO)c1,CC1=CC=CC(C(=O)NO)=C1,11,1.0,1.0,0,0,0,0
Fc1cnc2ccccc2c1,FC1=CN=C2C=CC=CC2=C1,11,1.0,1.0,0,0,0,0
CC1(C)OCC(CO)(CO)CO1,CC1(C)OCC(CO)(CO)CO1,12,1.0,1.0,0,0,0,0
Cc1[nH]c(=O)[nH]c(=O)c1CCO,CC1=C(CCO)C(=O)NC(=O)N1,12,1.0,1.0,0,0,0,0
CCCCNC(=O)CC#N,CCCCNC(=O)CC#N,10,1.0,1.0,0,0,0,0
CNc1cc(O)nc(N)n1,CNC1=CC(O)=NC(N)=N1,10,1.0,1.0,0,0,0,0
O1C2C1C1OC1C1OC1C1OC21,O1C2C1C1OC1C1OC1C1OC21,12,1.0,1.0,0,0,0,0
O=C(O)c1cccnc1S,O=C(O)C1=CC=CN=C1S,10,1.0,1.0,0,0,0,0
C1=CCCCCCC1,C1=CCCCCCC1,8,1.0,1.0,0,0,0,0
Cn1nc(O)c(=O)[nH]c1=O,CN1N=C(O)C(=O)NC1=O,10,1.0,1.0,0,0,0,0
COCc1nnc(NC(C)=O)s1,COCC1=NN=C(NC(C)=O)S1,12,1.0,1.0,0,0,0,0
CC1CN(N=O)CCC1=O,CC1CN(N=O)CCC1=O,10,1.0,1.0,0,0,0,0
CC1SCc2c1n[nH]c2C(=O)O,CC1SCC2=C(C(=O)O)NN=C21,12,1.0,1.0,0,0,0,0
OC1COCC1O,OC1COCC1O,7,1.0,1.0,0,0,0,0
CC(C)C(CN)c1ccccc1,CC(C)C(CN)C1=CC=CC=C1,12,1.0,1.0,0,0,0,0
CC1(C(=O)O)CCNC1C(=O)O,CC1(C(=O)O)CCNC1C(=O)O,12,1.0,1.0,0,0,0,0
NC(=O)Oc1ccccc1,NC(=O)OC1=CC=CC=C1,10,1.0,1.0,0,0,0,0
c1csc(-c2nn[nH]n2)c1,C1=CSC(C2=NNN=N2)=C1,10,1.0,1.0,0,0,0,0
NC1CC1Oc1ccccc1,NC1CC1OC1=CC=CC=C1,11,1.0,1.0,0,0,0,0
N=C(N)N,N=C(N)N,4,1.0,1.0,0,0,0,0
COC(C)(CC=O)OC,COC(C)(CC=O)OC,9,1.0,1.0,0,0,0,0
C#CCNC(=O)N(CC#C)N=O,C#CCNC(=O)N(CC#C)N=O,12,1.0,1.0,0,0,0,0
CCCc1nsc(N)n1,CCCC1=NSC(N)=N1,9,1.0,1.0,0,0,0,0
COc1ccc(NC=O)cc1,COC1=CC=C(NC=O)C=C1,11,1.0,1.0,0,0,0,0
CC(C)c1csc(C(=O)NN)n1,CC(C)C1=CSC(C(=O)NN)=N1,12,1.0,1.0,0,0,0,0
NC(=O)c1nc[nH]c1C(N)=O,NC(=O)C1=C(C(N)=O)NC=N1,11,1.0,1.0,0,0,0,0
CC1CC(c2c[nH]cn2)CN1,CC1CC(C2=CNC=N2)CN1,11,1.0,1.0,0,0,0,0
COC1=CC(=O)C=CC1=O,COC1=CC(=O)C=CC1=O,10,1.0,1.0,0,0,0,0
CCN(Cc1ccccc1)N=O,CCN(CC1=CC=CC=C1)N=O,12,1.0,1.0,0,0,0,0
CCC1COC(N)=N1,CCC1COC(N)=N1,8,1.0,1.0,0,0,0,0
CC1COS(=O)O1,CC1COS(=O)O1,7,1.0,1.0,0,0,0,0
Cc1ccc(C(=N)N)cc1C,CC1=CC=C(C(=N)N)C=C1C,11,1.0,1.0,0,0,0,0
O=C(O)C(=O)c1ccccc1,O=C(O)C(=O)C1=CC=CC=C1,11,1.0,1.0,0,0,0,0
c1cncnc1,C1=CN=CN=C1,6,1.0,1.0,0,0,0,0
CNC(=S)N=C(N)N(C)C,CNC(=S)N=C(N)N(C)C,10,1.0,1.0,0,0,0,0
CC(=O)CC(C)=O,CC(=O)CC(C)=O,7,1.0,1.0,0,0,0,0
O=C1NC(=O)C(=O)C(=O)N1,O=C1NC(=O)C(=O)C(=O)N1,10,1.0,1.0,0,0,0,0
C=Cc1ccc(C=C)cc1,C=CC1=CC=C(C=C)C=C1,10,1.0,1.0,0,0,0,0
NCC(O)c1ccc(O)cc1,NCC(O)C1=CC=C(O)C=C1,11,1.0,1.0,0,0,0,0
C=CCOC(=O)c1ccccc1,C=CCOC(=O)C1=CC=CC=C1,12,1.0,1.0,0,0,0,0
Cn1cnc(CCN)c1,CN1C=NC(CCN)=C1,9,1.0,1.0,0,0,0,0
CSC,CSC,3,1.0,1.0,0,0,0,0
CC12CCC(CO1)OO2,CC12CCC(CO1)OO2,9,1.0,1.0,0,0,0,0
N=C1NC(=O)CS1,N=C1NC(=O)CS1,7,1.0,1.0,0,0,0,0
O=C1NC(=S)c2ccccc21,O=C1NC(=S)C2=CC=CC=C12,11,1.0,1.0,0,0,0,0
CC(N)CN,CC(N)CN,5,1.0,1.0,0,0,0,0
O=C(O)c1n[nH]c2c1CC1CC21,O=C(O)C1=NNC2=C1CC1CC21,12,1.0,1.0,0,0,0,0
C=C1CCOC1=O,C=C1CCOC1=O,7,1.0,1.0,0,0,0,0
Cc1occc(=O)c1C=CO,CC1=C(C=CO)C(=O)C=CO1,11,1.0,1.0,0,0,0,0
Cc1ncn2c(O)nncc12,CC1=C2C=NN=C(O)N2C=N1,11,1.0,1.0,0,0,0,0
O=C(O)CNC(=O)C1CCCN1,O=C(O)CNC(=O)C1CCCN1,12,1.0,1.0,0,0,0,0
OCCc1cccc(O)c1,OCCC1=CC=CC(O)=C1,10,1.0,1.0,0,0,0,0
CC(C)C(O)C#CCO,CC(C)C(O)C#CCO,9,1.0,1.0,0,0,0,0
CN1C(=O)Cc2[nH]ccc2C1=O,CN1C(=O)CC2=C(C=CN2)C1=O,12,1.0,1.0,0,0,0,0
CC(=O)c1c(O)ccc(C)c1O,CC(=O)C1=C(O)C=CC(C)=C1O,12,1.0,1.0,0,0,0,0
CC(=O)C=NNc1ccccc1,CC(=O)C=NNC1=CC=CC=C1,12,1.0,1.0,0,0,0,0
CCn1c(N)cc(=O)[nH]c1=S,CCN1C(=S)NC(=O)C=C1N,11,1.0,1.0,0,0,0,0
c1ccc(C2=NCCS2)cc1,C1=CC=C(C2=NCCS2)C=C1,11,1.0,1.0,0,0,0,0
CC(C#N)CCC#N,CC(C#N)CCC#N,8,1.0,1.0,0,0,0,0
NNC(=O)CC1=NNC(=O)C1,NNC(=O)CC1=NNC(=O)C1,11,1.0,1.0,0,0,0,0
CC(C)(C)CC(CN)CC(=O)O,CC(C)(C)CC(CN)CC(=O)O,12,1.0,1.0,0,0,0,0
CCCCCN(CCCC)N=O,CCCCCN(CCCC)N=O,12,1.0,1.0,0,0,0,0
Cc1cc(O)c(C)c(O)c1C=O,CC1=CC(O)=C(C)C(O)=C1C=O,12,1.0,1.0,0,0,0,0
Cc1ccc2nc(O)oc2n1,CC1=CC=C2N=C(O)OC2=N1,11,1.0,1.0,0,0,0,0
CCOC(=O)CN,CCOC(=O)CN,7,1.0,1.0,0,0,0,0
O=c1oc(-c2cccnc2)ns1,O=C1OC(C2=CC=CN=C2)=NS1,12,1.0,1.0,0,0,0,0
CC(N=C(N)N)C(=O)O,CC(N=C(N)N)C(=O)O,9,1.0,1.0,0,0,0,0
CCc1ccc(O)c(C(C)C)c1,CCC1=CC=C(O)C(C(C)C)=C1,12,1.0,1.0,0,0,0,0
N#CSC1CCC(O)CC1,N#CSC1CCC(O)CC1,10,1.0,1.0,0,0,0,0
CCCc1ccc(C(=O)O)cc1,CCCC1=CC=C(C(=O)O)C=C1,12,1.0,1.0,0,0,0,0
Nc1cc2c(cc1O)CCCC2,NC1=CC2=C(C=C1O)CCCC2,12,1.0,1.0,0,0,0,0
CC=CC1OC(=O)C=CC1O,CC=CC1OC(=O)C=CC1O,11,1.0,1.0,0,0,0,0
OC1CCCCC1,OC1CCCCC1,7,1.0,1.0,0,0,0,0
CC(=O)CCCCN(C)C,CC(=O)CCCCN(C)C,10,1.0,1.0,0,0,0,0
O=C(O)CN1CCNC(=O)C1=O,O=C(O)CN1CCNC(=O)C1=O,12,1.0,1.0,0,0,0,0
NS(=O)(=O)NO,NS(=O)(=O)NO,6,1.0,1.0,0,0,0,0
c1ccc2c(c1)Cc1n[nH]nc1-2,C1=CC=C2C(=C1)CC1=NNN=C21,12,1.0,1.0,0,0,0,0
CCCCN1C(=O)CNC1=S,CCCCN1C(=O)CNC1=S,11,1.0,1.0,0,0,0,0
NC(=O)CSSCC(N)=O,NC(=O)CSSCC(N)=O,10,1.0,1.0,0,0,0,0
NC(=O)CNC1CCCNC1,NC(=O)CNC1CCCNC1,11,1.0,1.0,0,0,0,0
CS(=O)(=O)NCc1ccccc1,CS(=O)(=O)NCC1=CC=CC=C1,12,1.0,1.0,0,0,0,0
CC(C)=NOCCC(=O)O,CC(C)=NOCCC(=O)O,10,1.0,1.0,0,0,0,0
OCC1CCCC1O,OCC1CCCC1O,8,1.0,1.0,0,0,0,0
CC1NC(C(=O)O)CS1,CC1NC(C(=O)O)CS1,9,1.0,1.0,0,0,0,0
CC(CC(N)C(=O)O)C(=O)O,CC(CC(N)C(=O)O)C(=O)O,11,1.0,1.0,0,0,0,0
NC1CCCc2ccncc21,NC1CCCC2=CC=NC=C21,11,1.0,1.0,0,0,0,0
O=Cc1cc2cccnc2s1,O=CC1=CC2=CC=CN=C2S1,11,1.0,1.0,0,0,0,0
C1CNCCN1,C1CNCCN1,6,1.0,1.0,0,0,0,0
CC1=C(O)SC(C)(C(C)C)C1=O,CC1=C(O)SC(C)(C(C)C)C1=O,12,1.0,1.0,0,0,0,0
Cc1ccc(N)nc1,CC1=CC=C(N)N=C1,8,1.0,1.0,0,0,0,0
CC(C)(C)SCC(=O)C(F)(F)F,CC(C)(C)SCC(=O)C(F)(F)F,12,1.0,1.0,0,0,0,0
CC1C(O)CC2CC(=O)OCC21,CC1C(O)CC2CC(=O)OCC21,12,1.0,1.0,0,0,0,0
Cc1cnc(C)cn1,CC1=CN=C(C)C=N1,8,1.0,1.0,0,0,0,0
CC(C)C(=O)C(=O)O,CC(C)C(=O)C(=O)O,8,1.0,1.0,0,0,0,0
COCCO,COCCO,5,1.0,1.0,0,0,0,0
C=CC(=O)OCCCC,C=CC(=O)OCCCC,9,1.0,1.0,0,0,0,0
O=C(O)c1cc2ncsc2[nH]1,O=C(O)C1=CC2=C(N1)SC=N2,11,1.0,1.0,0,0,0,0
c1cc(C2=NCCO2)ccn1,C1=CC(C2=NCCO2)=CC=N1,11,1.0,1.0,0,0,0,0
Nc1ccc2ccccc2n1,NC1=CC=C2C=CC=CC2=N1,11,1.0,1.0,0,0,0,0
CCCNC(=O)n1cncn1,CCCNC(=O)N1C=NC=N1,11,1.0,1.0,0,0,0,0
C#CCCCOc1ncccn1,C#CCCCOC1=NC=CC=N1,12,1.0,1.0,0,0,0,0
COC(=O)c1cc(O)nc(O)n1,COC(=O)C1=CC(O)=NC(O)=N1,12,1.0,1.0,0,0,0,0
CC(CN)(CCN)C(=O)O,CC(CN)(CCN)C(=O)O,10,1.0,1.0,0,0,0,0
CC1(C)SCC(C(=O)O)NC1=O,CC1(C)SCC(C(=O)O)NC1=O,12,1.0,1.0,0,0,0,0
c1cnc(C2N=NN=N2)cn1,C1=CN=C(C2N=NN=N2)C=N1,11,1.0,1.0,0,0,0,0
O=CN(O)CCCCC(=O)O,O=CN(O)CCCCC(=O)O,11,1.0,1.0,0,0,0,0
CNC(=O)Oc1cccc(C)c1,CNC(=O)OC1=CC=CC(C)=C1,12,1.0,1.0,0,0,0,0
Oc1nsc2c1CCNCC2,OC1=NSC2=C1CCNCC2,11,1.0,1.0,0,0,0,0
O=C(O)CCC1CCCC1,O=C(O)CCC1CCCC1,10,1.0,1.0,0,0,0,0
CCNC(=O)NC(CC)CO,CCNC(=O)NC(CC)CO,11,1.0,1.0,0,0,0,0
CC1CCCc2cc(F)ccc21,CC1CCCC2=CC(F)=CC=C21,12,1.0,1.0,0,0,0,0
CCC(=O)Nc1nnc(C)s1,CCC(=O)NC1=NN=C(C)S1,11,1.0,1.0,0,0,0,0
CCON,CCON,4,1.0,1.0,0,0,0,0
S=C=NCCCc1ccccc1,S=C=NCCCC1=CC=CC=C1,12,1.0,1.0,0,0,0,0
CCC(=O)Nc1nnc(CC)s1,CCC(=O)NC1=NN=C(CC)S1,12,1.0,1.0,0,0,0,0
Cc1n[nH]c(-c2ccncc2)n1,CC1=NNC(C2=CC=NC=C2)=N1,12,1.0,1.0,0,0,0,0
O=Cc1cncs1,O=CC1=CN=CS1,7,1.0,1.0,0,0,0,0
CC(C)C(O)(CCO)CC(=O)O,CC(C)C(O)(CCO)CC(=O)O,12,1.0,1.0,0,0,0,0
CC=Cc1cccnc1,CC=CC1=CC=CN=C1,9,1.0,1.0,0,0,0,0
C1=C(c2nnn[nH]2)CCNC1,C1=C(C2=NN=NN2)CCNC1,11,1.0,1.0,0,0,0,0
CC(C)OS(C)(=O)=O,CC(C)OS(C)(=O)=O,8,1.0,1.0,0,0,0,0
NC(CCCCO)C(=O)O,NC(CCCCO)C(=O)O,10,1.0,1.0,0,0,0,0
CCc1noc2ccccc12,CCC1=NOC2=CC=CC=C21,11,1.0,1.0,0,0,0,0
CCCCC1CCCCC(N)=N1,CCCCC1CCCCC(N)=N1,12,1.0,1.0,0,0,0,0
CCCNC(=O)n1cccn1,CCCNC(=O)N1C=CC=N1,11,1.0,1.0,0,0,0,0
CSc1nc2ccccc2s1,CSC1=NC2=CC=CC=C2S1,11,1.0,1.0,0,0,0,0
Cc1cc(C)c2c(c1)NS(=O)S2,CC1=CC(C)=C2SS(=O)NC2=C1,12,1.0,1.0,0,0,0,0
CCCCCCCCC=CC=O,CCCCCCCCC=CC=O,12,1.0,1.0,0,0,0,0
COC(N)=O,COC(N)=O,5,1.0,1.0,0,0,0,0
C=C(C)C(=O)Oc1ccccc1,C=C(C)C(=O)OC1=CC=CC=C1,12,1.0,1.0,0,0,0,0
CCNc1ncnc2nn[nH]c12,CCNC1=NC=NC2=C1NN=N2,12,1.0,1.0,0,0,0,0
O=C(O)C1(Cn2cccn2)CC1,O=C(O)C1(CN2C=CC=N2)CC1,12,1.0,1.0,0,0,0,0
CC(C)(C)c1noc(C=NO)n1,CC(C)(C)C1=NOC(C=NO)=N1,12,1.0,1.0,0,0,0,0
CCOC(=O)CC(=O)OCC,CCOC(=O)CC(=O)OCC,11,1.0,1.0,0,0,0,0
O=C1CCN2C(=O)CCN12,O=C1CCN2C(=O)CCN12,10,1.0,1.0,0,0,0,0
CC(C)CC1=NOC(=O)C1,CC(C)CC1=NOC(=O)C1,10,1.0,1.0,0,0,0,0
CCCCSC(=O)C(C)O,CCCCSC(=O)C(C)O,10,1.0,1.0,0,0,0,0
OCC1ONCC(O)C1O,OCC1ONCC(O)C1O,10,1.0,1.0,0,0,0,0
O=C(O)C1CN1,O=C(O)C1CN1,6,1.0,1.0,0,0,0,0
CC1=CC(=O)C=C(C)C1=O,CC1=CC(=O)C=C(C)C1=O,10,1.0,1.0,0,0,0,0
On1cccc(C(F)(F)F)c1=S,ON1C=CC=C(C(F)(F)F)C1=S,12,1.0,1.0,0,0,0,0
CSc1ccccc1OC(C)=O,CSC1=CC=CC=C1OC(C)=O,12,1.0,1.0,0,0,0,0
OCC1CC(O)C(O)CN1,OCC1CC(O)C(O)CN1,10,1.0,1.0,0,0,0,0
c1ccc2c(c1)CCCC2,C1=CC=C2CCCCC2=C1,10,1.0,1.0,0,0,0,0
CC=CC(=O)OCCCC,CC=CC(=O)OCCCC,10,1.0,1.0,0,0,0,0
OCCCc1cn[nH]c1,OCCCC1=CNN=C1,9,1.0,1.0,0,0,0,0
O=NN1CCOC1=O,O=NN1CCOC1=O,8,1.0,1.0,0,0,0,0
CCCn1ncc(C=NO)c1C,CCCN1N=CC(C=NO)=C1C,12,1.0,1.0,0,0,0,0
CCCCc1cnccn1,CCCCC1=CN=CC=N1,10,1.0,1.0,0,0,0,0
Cc1c(O)ccc(O)c1C,CC1=C(O)C=CC(O)=C1C,10,1.0,1.0,0,0,0,0
NSc1nc2ccccc2s1,NSC1=NC2=CC=CC=C2S1,11,1.0,1.0,0,0,0,0
Cc1cc(C)n2ncnc2n1,CC1=CC(C)=NC2=NC=NN12,11,1.0,1.0,0,0,0,0
Nc1[nH]nc2ccccc12,NC1=C2C=CC=CC2=NN1,10,1.0,1.0,0,0,0,0
CNC(=O)c1cccc(OC)c1,CNC(=O)C1=CC=CC(OC)=C1,12,1.0,1.0,0,0,0,0
NC(=NCCC(N)C(=O)O)NO,NC(=NCCC(N)C(=O)O)NO,12,1.0,1.0,0,0,0,0
CC(C)Cc1ccccc1,CC(C)CC1=CC=CC=C1,10,1.0,1.0,0,0,0,0
Cc1ccc(C(=N)S)cc1,CC1=CC=C(C(=N)S)C=C1,10,1.0,1.0,0,0,0,0
NC(=S)NN=C1CCCC(=O)C1,NC(=S)NN=C1CCCC(=O)C1,12,1.0,1.0,0,0,0,0
Cc1cc[nH]n1,CC1=NNC=C1,6,1.0,1.0,0,0,0,0
Cc1ccc2ccc(C)cc2c1,CC1=CC=C2C=CC(C)=CC2=C1,12,1.0,1.0,0,0,0,0
CCCC(=O)C(=O)O,CCCC(=O)C(=O)O,8,1.0,1.0,0,0,0,0
NS(=O)(=O)NCc1ccccc1,NS(=O)(=O)NCC1=CC=CC=C1,12,1.0,1.0,0,0,0,0
N=C(N)NC(=O)c1ccccc1,N=C(N)NC(=O)C1=CC=CC=C1,12,1.0,1.0,0,0,0,0
CCC1NC(C)(C)CC(C)O1,CCC1NC(C)(C)CC(C)O1,11,1.0,1.0,0,0,0,0
OCc1ccc(O)cn1,OCC1=CC=C(O)C=N1,9,1.0,1.0,0,0,0,0
COC(=O)C(C)(C)C,COC(=O)C(C)(C)C,8,1.0,1.0,0,0,0,0
CC1(O)CCOC(=O)C1,CC1(O)CCOC(=O)C1,9,1.0,1.0,0,0,0,0
CC(=O)CCN1CCOCC1,CC(=O)CCN1CCOCC1,11,1.0,1.0,0,0,0,0
Nc1nnc(S(N)(=O)=O)s1,NC1=NN=C(S(N)(=O)=O)S1,10,1.0,1.0,0,0,0,0
CC1=NN2C(=O)CC(=O)N=C2S1,CC1=NN2C(=O)CC(=O)N=C2S1,12,1.0,1.0,0,0,0,0
O=C(O)CNCc1ccccc1,O=C(O)CNCC1=CC=CC=C1,12,1.0,1.0,0,0,0,0
CCCCCCCCO,CCCCCCCCO,9,1.0,1.0,0,0,0,0
c1cocn1,C1=COC=N1,5,1.0,1.0,0,0,0,0
C=C(C)C(=O)OCCO,C=C(C)C(=O)OCCO,9,1.0,1.0,0,0,0,0
COC1=CC(=O)C(OC)=CC1=O,COC1=CC(=O)C(OC)=CC1=O,12,1.0,1.0,0,0,0,0
Nc1nc(O)nc2nnsc12,NC1=NC(O)=NC2=C1SN=N2,11,1.0,1.0,0,0,0,0
COC(=O)C1CC(C(=O)OC)N1,COC(=O)C1CC(C(=O)OC)N1,12,1.0,1.0,0,0,0,0
CC=CC=CC(=O)N(C)C,CC=CC=CC(=O)N(C)C,10,1.0,1.0,0,0,0,0
CCCCC#CC(=O)C(F)(F)F,CCCCC#CC(=O)C(F)(F)F,12,1.0,1.0,0,0,0,0
NNC(=O)c1c[nH]c(S)n1,NNC(=O)C1=CNC(S)=N1,10,1.0,1.0,0,0,0,0
COc1nccnc1C(C)C,COC1=NC=CN=C1C(C)C,11,1.0,1.0,0,0,0,0
OC1CN2CCCCC2C1O,OC1CN2CCCCC2C1O,11,1.0,1.0,0,0,0,0
CN(C)CC#Cc1cccnc1,CN(C)CC#CC1=CC=CN=C1,12,1.0,1.0,0,0,0,0
CCCN(CC#CCO)CCC,CCCN(CC#CCO)CCC,12,1.0,1.0,0,0,0,0
O=C(O)c1ccc(F)cc1,O=C(O)C1=CC=C(F)C=C1,10,1.0,1.0,0,0,0,0
CCCCCCCN=C=S,CCCCCCCN=C=S,10,1.0,1.0,0,0,0,0
O=Cc1cscn1,O=CC1=CSC=N1,7,1.0,1.0,0,0,0,0
N#Cc1ncccn1,N#CC1=NC=CC=N1,8,1.0,1.0,0,0,0,0
CCCCC=C1NC(=S)NC1=O,CCCCC=C1NC(=S)NC1=O,12,1.0,1.0,0,0,0,0
O=C1OC(=O)C2C3CCC(C3)C12,O=C1OC(=O)C2C3CCC(C3)C12,12,1.0,1.0,0,0,0,0
CC(N)CO,CC(N)CO,5,1.0,1.0,0,0,0,0
O=C1C=CC2(O)CCOC2C1,O=C1C=CC2(O)CCOC2C1,11,1.0,1.0,0,0,0,0
OCc1ncccc1O,OCC1=NC=CC=C1O,9,1.0,1.0,0,0,0,0
CCC(C)C(N)C(=O)N1CCC1,CCC(C)C(N)C(=O)N1CCC1,12,1.0,1.0,0,0,0,0
C=CCN(C)Cc1ccccc1,C=CCN(C)CC1=CC=CC=C1,12,1.0,1.0,0,0,0,0
CCn1ccccc1=O,CCN1C=CC=CC1=O,9,1.0,1.0,0,0,0,0
CC1CCC(C)N1N=O,CC1CCC(C)N1N=O,9,1.0,1.0,0,0,0,0
c1ccc2c(c1)CCNC2,C1=CC=C2CNCCC2=C1,10,1.0,1.0,0,0,0,0
Fc1cccc(C2=NCCC2)c1,FC1=CC=CC(C2=NCCC2)=C1,12,1.0,1.0,0,0,0,0
Cc1[nH]nnc1-c1ccccc1,CC1=C(C2=CC=CC=C2)N=NN1,12,1.0,1.0,0,0,0,0
O=C(O)c1ccc(CCO)cc1,O=C(O)C1=CC=C(CCO)C=C1,12,1.0,1.0,0,0,0,0
COc1ccccc1NC(=N)N,COC1=CC=CC=C1NC(=N)N,12,1.0,1.0,0,0,0,0
ON=CC1=CC=CCC1,ON=CC1=CC=CCC1,9,1.0,1.0,0,0,0,0
CCOC(=O)C=Cn1ncnn1,CCOC(=O)C=CN1N=CN=N1,12,1.0,1.0,0,0,0,0
C=C(c1ccccc1)C(C)N,C=C(C1=CC=CC=C1)C(C)N,11,1.0,1.0,0,0,0,0
COCC1OCCN1C,COCC1OCCN1C,9,1.0,1.0,0,0,0,0
NC(Cc1conc1O)C(=O)O,NC(CC1=CON=C1O)C(=O)O,12,1.0,1.0,0,0,0,0
CCc1nc2cc(C)ccc2[nH]1,CCC1=NC2=CC(C)=CC=C2N1,12,1.0,1.0,0,0,0,0
CCCCCCC=CC(C)=O,CCCCCCC=CC(C)=O,11,1.0,1.0,0,0,0,0
Cc1ncc(C(=O)O)s1,CC1=NC=C(C(=O)O)S1,9,1.0,1.0,0,0,0,0
CC(=O)N1CC(O)C(O)C1CO,CC(=O)N1CC(O)C(O)C1CO,12,1.0,1.0,0,0,0,0
CNCC#Cc1cccnc1,CNCC#CC1=CC=CN=C1,11,1.0,1.0,0,0,0,0
NC(=O)N(O)Cc1ccco1,NC(=O)N(O)CC1=CC=CO1,11,1.0,1.0,0,0,0,0
CCc1cc(C(=O)OC)c(N)s1,CCC1=CC(C(=O)OC)=C(N)S1,12,1.0,1.0,0,0,0,0
COc1cccc2c1CNCC2,COC1=CC=CC2=C1CNCC2,12,1.0,1.0,0,0,0,0
COC(=O)C=C1SC(N)=NC1=O,COC(=O)C=C1SC(N)=NC1=O,12,1.0,1.0,0,0,0,0
CCCCON,CCCCON,6,1.0,1.0,0,0,0,0
COC1=CC(=O)C(=O)C=C1C,COC1=CC(=O)C(=O)C=C1C,11,1.0,1.0,0,0,0,0
CC(CC(F)(F)F)C(=O)O,CC(CC(F)(F)F)C(=O)O,10,1.0,1.0,0,0,0,0
O=C(O)c1cc2ccccc2[nH]1,O=C(O)C1=CC2=CC=CC=C2N1,12,1.0,1.0,0,0,0,0
Cn1cnc(C=CC#N)c1,CN1C=NC(C=CC#N)=C1,10,1.0,1.0,0,0,0,0
CCCC(NC(C)=O)C(=O)OC,CCCC(NC(C)=O)C(=O)OC,12,1.0,1.0,0,0,0,0
