smiles_aromatic,smiles_kekulized,nb_atoms,sw_filter_chembl,sw_filter_zinc,nb_unknown_gcf_chembl,nb_unknown_ecfp_chembl,nb_unknown_gcf_chembl_zinc,nb_unknown_ecfp_chembl_zinc
Nc1cn(-c2ccccc2)nn1,NC1=CN(C2=CC=CC=C2)N=N1,12,1.0,1.0,0,0,0,0
NCC12CC3CC(CC1C3)C2,NCC12CC3CC(CC1C3)C2,11,1.0,1.0,0,0,0,0
CCCCC(NC(C)=O)C(=O)O,CCCCC(NC(C)=O)C(=O)O,12,1.0,1.0,0,0,0,0
O=C(O)CC1CCNC1,O=C(O)CC1CCNC1,9,1.0,1.0,0,0,0,0
C#CC1=CCCCC1,C#CC1=CCCCC1,8,1.0,1.0,0,0,0,0
c1ccc2c(c1)OCCO2,C1=CC=C2OCCOC2=C1,10,1.0,1.0,0,0,0,0
c1ccc2c(c1)C1CCC2NC1,C1=CC=C2C(=C1)C1CCC2NC1,12,1.0,1.0,0,0,0,0
CC(C)(C)c1cc(CO)on1,CC(C)(C)C1=NOC(CO)=C1,11,1.0,1.0,0,0,0,0
CCOc1ccc(C#N)cc1N,CCOC1=CC=C(C#N)C=C1N,12,1.0,1.0,0,0,0,0
CSCCNC(=O)C(C)CS,CSCCNC(=O)C(C)CS,11,1.0,1.0,0,0,0,0
C=CCCCN=C=S,C=CCCCN=C=S,8,1.0,1.0,0,0,0,0
O=Cc1cccc(O)c1F,O=CC1=CC=CC(O)=C1F,10,1.0,1.0,0,0,0,0
Cc1cc(N)nc2ccccc12,CC1=CC(N)=NC2=CC=CC=C12,12,1.0,1.0,0,0,0,0
N#CCC(=O)c1ccsc1,N#CCC(=O)C1=CSC=C1,10,1.0,1.0,0,0,0,0
OC1CN2CCC1CC2,OC1CN2CCC1CC2,9,1.0,1.0,0,0,0,0
c1ccc2c(c1)CC1OC21,C1=CC=C2C(=C1)CC1OC21,10,1.0,1.0,0,0,0,0
NC(COS(=O)(=O)O)C(=O)O,NC(COS(=O)(=O)O)C(=O)O,11,1.0,1.0,0,0,0,0
Nc1ccc(C(F)(F)F)cc1N,NC1=CC=C(C(F)(F)F)C=C1N,12,1.0,1.0,0,0,0,0
O=C(O)C=Cc1ccco1,O=C(O)C=CC1=CC=CO1,10,1.0,1.0,0,0,0,0
O=C1NCC2CC12c1cccs1,O=C1NCC2CC12C1=CC=CS1,12,1.0,1.0,0,0,0,0
Cn1c(S)nc2ccccc21,CN1C2=CC=CC=C2N=C1S,11,1.0,1.0,0,0,0,0
Cn1ncc(C2=CCCNC2)n1,CN1N=CC(C2=CCCNC2)=N1,12,1.0,1.0,0,0,0,0
Oc1nc2ccccc2nc1O,OC1=NC2=CC=CC=C2N=C1O,12,1.0,1.0,0,0,0,0
O=C1NC(=O)C(c2c[nH]cn2)N1,O=C1NC(=O)C(C2=CNC=N2)N1,12,1.0,1.0,0,0,0,0
O=C(O)C1CN2CCC1CC2,O=C(O)C1CN2CCC1CC2,11,1.0,1.0,0,0,0,0
NC(=O)C1CC1,NC(=O)C1CC1,6,1.0,1.0,0,0,0,0
Cc1ccc(-c2ncns2)cc1,CC1=CC=C(C2=NC=NS2)C=C1,12,1.0,1.0,0,0,0,0
N=C(N)NCc1ccc(F)cc1,N=C(N)NCC1=CC=C(F)C=C1,12,1.0,1.0,0,0,0,0
Cc1nnn[nH]1,CC1=NN=NN1,6,1.0,1.0,0,0,0,0
NC1CCc2ccccc2C1O,NC1CCC2=CC=CC=C2C1O,12,1.0,1.0,0,0,0,0
Oc1cccc(-c2c[nH]nn2)c1,OC1=CC=CC(C2=CNN=N2)=C1,12,1.0,1.0,0,0,0,0
NC1OC(CO)C(O)C(O)C1O,NC1OC(CO)C(O)C(O)C1O,12,1.0,1.0,0,0,0,0
OCCC1(O)C(O)CNCC1O,OCCC1(O)C(O)CNCC1O,12,1.0,1.0,0,0,0,0
CC1CCc2cc(O)ccc2O1,CC1CCC2=CC(O)=CC=C2O1,12,1.0,1.0,0,0,0,0
CSCC(=O)Nc1cc(C)on1,CSCC(=O)NC1=NOC(C)=C1,12,1.0,1.0,0,0,0,0
C#Cc1ccccc1,C#CC1=CC=CC=C1,8,1.0,1.0,0,0,0,0
C=C(C)S(=O)(=O)NC,C=C(C)S(=O)(=O)NC,8,1.0,1.0,0,0,0,0
CC12CCC(CC1)C(C)(C)O2,CC12CCC(CC1)C(C)(C)O2,11,1.0,1.0,0,0,0,0
Nc1c(C(=O)O)[nH]c(=O)[nH]c1=O,NC1=C(C(=O)O)NC(=O)NC1=O,12,1.0,1.0,0,0,0,0
Cc1sc(NN)nc1O,CC1=C(O)N=C(NN)S1,9,1.0,1.0,0,0,0,0
CC(N)CCC(=O)O,CC(N)CCC(=O)O,8,1.0,1.0,0,0,0,0
NCC=CCOc1ccccc1,NCC=CCOC1=CC=CC=C1,12,1.0,1.0,0,0,0,0
NC(C(=O)O)c1ccnn1O,NC(C(=O)O)C1=CC=NN1O,11,1.0,1.0,0,0,0,0
CN1C(C)(C)C=C(C=O)C1(C)C,CN1C(C)(C)C=C(C=O)C1(C)C,12,1.0,1.0,0,0,0,0
CCOC(=O)c1cssc1=S,CCOC(=O)C1=CSSC1=S,11,1.0,1.0,0,0,0,0
NC1=NCCS1,NC1=NCCS1,6,1.0,1.0,0,0,0,0
CC(C)(C)c1ccc(O)c(O)c1,CC(C)(C)C1=CC=C(O)C(O)=C1,12,1.0,1.0,0,0,0,0
CCCCCCS(N)(=O)=O,CCCCCCS(N)(=O)=O,10,1.0,1.0,0,0,0,0
Nc1ccnc2[nH]cnc12,NC1=CC=NC2=C1N=CN2,10,1.0,1.0,0,0,0,0
CCC(O)C#CCO,CCC(O)C#CCO,8,1.0,1.0,0,0,0,0
CC1(C)CSC(=O)C1(C)C,CC1(C)CSC(=O)C1(C)C,10,1.0,1.0,0,0,0,0
CC(C)N=C(NO)NC(C)C,CC(C)N=C(NO)NC(C)C,11,1.0,1.0,0,0,0,0
OCC1Cc2ccccc2CN1,OCC1CC2=CC=CC=C2CN1,12,1.0,1.0,0,0,0,0
CC(N)(C(=O)O)c1ccccc1,CC(N)(C(=O)O)C1=CC=CC=C1,12,1.0,1.0,0,0,0,0
Cc1ccc(NC(=O)NN)cc1,CC1=CC=C(NC(=O)NN)C=C1,12,1.0,1.0,0,0,0,0
CCOC1CC=C(C=NO)CC1,CCOC1CC=C(C=NO)CC1,12,1.0,1.0,0,0,0,0
N=C(N)c1cccc(C(=O)O)c1,N=C(N)C1=CC=CC(C(=O)O)=C1,12,1.0,1.0,0,0,0,0
O=c1[nH]cc(F)c(=O)[nH]1,O=C1NC=C(F)C(=O)N1,9,1.0,1.0,0,0,0,0
CC(=O)N1CC2CNCC2C1,CC(=O)N1CC2CNCC2C1,11,1.0,1.0,0,0,0,0
O=C(O)Cc1cc(=O)[nH]c(=O)[nH]1,O=C(O)CC1=CC(=O)NC(=O)N1,12,1.0,1.0,0,0,0,0
COc1ccnc(C(=O)O)c1S,COC1=CC=NC(C(=O)O)=C1S,12,1.0,1.0,0,0,0,0
COC(=O)c1ccc(O)cc1,COC(=O)C1=CC=C(O)C=C1,11,1.0,1.0,0,0,0,0
O=S1(=O)CCC(O)c2ccsc21,O=S1(=O)CCC(O)C2=C1SC=C2,12,1.0,1.0,0,0,0,0
CN(C)C(=O)N=NC(=O)N(C)C,CN(C)C(=O)N=NC(=O)N(C)C,12,1.0,1.0,0,0,0,0
NC1=NCCCN1,NC1=NCCCN1,7,1.0,1.0,0,0,0,0
C=CC(C)(O)CCC1OC1(C)C,C=CC(C)(O)CCC1OC1(C)C,12,1.0,1.0,0,0,0,0
Cc1csc(C(=O)O)c1N,CC1=CSC(C(=O)O)=C1N,10,1.0,1.0,0,0,0,0
CC(=O)c1cc(O)ccc1O,CC(=O)C1=CC(O)=CC=C1O,11,1.0,1.0,0,0,0,0
OC(CS)C(O)CS,OC(CS)C(O)CS,8,1.0,1.0,0,0,0,0
Cc1cc(C(=O)O)cc(=O)n1O,CC1=CC(C(=O)O)=CC(=O)N1O,12,1.0,1.0,0,0,0,0
c1nnc(NC2=NCCC2)s1,C1=NN=C(NC2=NCCC2)S1,11,1.0,1.0,0,0,0,0
CC1CCCO1,CC1CCCO1,6,1.0,1.0,0,0,0,0
O=C(O)CC1(C(=O)O)CCCC1,O=C(O)CC1(C(=O)O)CCCC1,12,1.0,1.0,0,0,0,0
CNCCCC(C)(N)C(=O)O,CNCCCC(C)(N)C(=O)O,11,1.0,1.0,0,0,0,0
COCC=CCOC,COCC=CCOC,8,1.0,1.0,0,0,0,0
O=C1CSC(Nc2nccs2)=N1,O=C1CSC(NC2=NC=CS2)=N1,12,1.0,1.0,0,0,0,0
CC(O)C(C)C1NC(=O)NC1=O,CC(O)C(C)C1NC(=O)NC1=O,12,1.0,1.0,0,0,0,0
CC(C)=CCCC(C)=CCO,CC(C)=CCCC(C)=CCO,11,1.0,1.0,0,0,0,0
NC1CCSC1=O,NC1CCSC1=O,7,1.0,1.0,0,0,0,0
Oc1cc(-c2ccccc2)no1,OC1=CC(C2=CC=CC=C2)=NO1,12,1.0,1.0,0,0,0,0
NOCC(=O)O,NOCC(=O)O,6,1.0,1.0,0,0,0,0
CC(=O)OC1CC(=O)N1,CC(=O)OC1CC(=O)N1,9,1.0,1.0,0,0,0,0
Cc1ccccc1CC=NN,CC1=CC=CC=C1CC=NN,11,1.0,1.0,0,0,0,0
Cc1coc2c1CCC(C)C2,CC1=COC2=C1CCC(C)C2,11,1.0,1.0,0,0,0,0
Oc1cccc2nccc(O)c12,OC1=CC=CC2=NC=CC(O)=C12,12,1.0,1.0,0,0,0,0
Nc1c(O)cccc1O,NC1=C(O)C=CC=C1O,9,1.0,1.0,0,0,0,0
CC1(C)COC(=O)C1O,CC1(C)COC(=O)C1O,9,1.0,1.0,0,0,0,0
CN1CC(O)C(O)C(O)C1CO,CN1CC(O)C(O)C(O)C1CO,12,1.0,1.0,0,0,0,0
O=S1(=O)CC(O)C(O)CS1,O=S1(=O)CC(O)C(O)CS1,10,1.0,1.0,0,0,0,0
CCCCOc1ccccc1O,CCCCOC1=CC=CC=C1O,12,1.0,1.0,0,0,0,0
Cc1cc(C)c(N)c(C)c1N,CC1=CC(C)=C(N)C(C)=C1N,11,1.0,1.0,0,0,0,0
Oc1cc(CF)nc(S)n1,OC1=CC(CF)=NC(S)=N1,10,1.0,1.0,0,0,0,0
Cc1cn(-c2cccnc2)cn1,CC1=CN(C2=CC=CN=C2)C=N1,12,1.0,1.0,0,0,0,0
O=c1ccc(CCCO)n[nH]1,O=C1C=CC(CCCO)=NN1,11,1.0,1.0,0,0,0,0
Cn1cncc1C(=O)NN,CN1C=NC=C1C(=O)NN,10,1.0,1.0,0,0,0,0
OCC(O)CF,OCC(O)CF,6,1.0,1.0,0,0,0,0
CCOC(=O)c1c(N)n[nH]c1O,CCOC(=O)C1=C(O)NN=C1N,12,1.0,1.0,0,0,0,0
NCCc1cc(O)c(O)cc1O,NCCC1=CC(O)=C(O)C=C1O,12,1.0,1.0,0,0,0,0
Cc1nc2ccccc2c(=O)o1,CC1=NC2=CC=CC=C2C(=O)O1,12,1.0,1.0,0,0,0,0
CC12CNCC(C)(CNC1)C2O,CC12CNCC(C)(CNC1)C2O,12,1.0,1.0,0,0,0,0
COc1cccc(C(N)=O)c1F,COC1=CC=CC(C(N)=O)=C1F,12,1.0,1.0,0,0,0,0
CC1(C)CC=C(CO)C(=O)C1,CC1(C)CC=C(CO)C(=O)C1,11,1.0,1.0,0,0,0,0
OC1CC(O)C(O)C(O)C1O,OC1CC(O)C(O)C(O)C1O,11,1.0,1.0,0,0,0,0
CC(=O)N1CCN(C(C)=O)C1=S,CC(=O)N1CCN(C(C)=O)C1=S,12,1.0,1.0,0,0,0,0
OC1C2CCC(O)(N2)C(O)C1O,OC1C2CCC(O)(N2)C(O)C1O,12,1.0,1.0,0,0,0,0
Cc1cc(S)c2ncccc2c1,CC1=CC(S)=C2N=CC=CC2=C1,12,1.0,1.0,0,0,0,0
CC1C(=O)OC1C(O)CO,CC1C(=O)OC1C(O)CO,10,1.0,1.0,0,0,0,0
S=C1NCc2cccnc2N1,S=C1NCC2=CC=CN=C2N1,11,1.0,1.0,0,0,0,0
CCCOCC(C)O,CCCOCC(C)O,8,1.0,1.0,0,0,0,0
C=CCOC(=O)C=CC=CC,C=CCOC(=O)C=CC=CC,11,1.0,1.0,0,0,0,0
Cc1cccc(C(=O)O)n1,CC1=CC=CC(C(=O)O)=N1,10,1.0,1.0,0,0,0,0
NNC(=O)c1cccnc1,NNC(=O)C1=CC=CN=C1,10,1.0,1.0,0,0,0,0
CC(=O)OCC1CCCO1,CC(=O)OCC1CCCO1,10,1.0,1.0,0,0,0,0
C=CCSc1nc(N)cc(O)n1,C=CCSC1=NC(N)=CC(O)=N1,12,1.0,1.0,0,0,0,0
O=C(C1CCCN1)N1CCCC1,O=C(C1CCCN1)N1CCCC1,12,1.0,1.0,0,0,0,0
CCCNc1cc(S)nc(N)n1,CCCNC1=CC(S)=NC(N)=N1,12,1.0,1.0,0,0,0,0
CCCCN=C(N)N,CCCCN=C(N)N,8,1.0,1.0,0,0,0,0
Cc1n[nH]c(N)c1C(N)=O,CC1=NNC(N)=C1C(N)=O,10,1.0,1.0,0,0,0,0
C1COC(N2CCOCC2)=N1,C1COC(N2CCOCC2)=N1,11,1.0,1.0,0,0,0,0
FCC1Cc2ccccc2CN1,FCC1CC2=CC=CC=C2CN1,12,1.0,1.0,0,0,0,0
N#Cc1ccc2c(c1)CNCC2,N#CC1=CC=C2CCNCC2=C1,12,1.0,1.0,0,0,0,0
O=C(O)c1cncc(O)c1,O=C(O)C1=CN=CC(O)=C1,10,1.0,1.0,0,0,0,0
CC(C(=O)O)=C1CCC(C)CC1,CC(C(=O)O)=C1CCC(C)CC1,12,1.0,1.0,0,0,0,0
NCCc1cccs1,NCCC1=CC=CS1,8,1.0,1.0,0,0,0,0
CC(=O)CC(C)(C)N(C)N=O,CC(=O)CC(C)(C)N(C)N=O,11,1.0,1.0,0,0,0,0
NCc1cc2ccccc2[nH]1,NCC1=CC2=CC=CC=C2N1,11,1.0,1.0,0,0,0,0
Sc1nncn1-c1ccccc1,SC1=NN=CN1C1=CC=CC=C1,12,1.0,1.0,0,0,0,0
CC=Cc1ccc(OC)cc1,CC=CC1=CC=C(OC)C=C1,11,1.0,1.0,0,0,0,0
CC12CCC(CC1=O)C2(C)C,CC12CCC(CC1=O)C2(C)C,11,1.0,1.0,0,0,0,0
O=C1Nc2ccccc2C1O,O=C1NC2=CC=CC=C2C1O,11,1.0,1.0,0,0,0,0
O=C1OC(=O)C2CCCCC12,O=C1OC(=O)C2CCCCC12,11,1.0,1.0,0,0,0,0
CN(C)c1ccc(SC#N)cc1,CN(C)C1=CC=C(SC#N)C=C1,12,1.0,1.0,0,0,0,0
COc1nc(N)nc(OC)c1N,COC1=NC(N)=NC(OC)=C1N,12,1.0,1.0,0,0,0,0
c1ccc2cnncc2c1,C1=CC=C2C=NN=CC2=C1,10,1.0,1.0,0,0,0,0
CCOC(=O)CONC(N)=O,CCOC(=O)CONC(N)=O,11,1.0,1.0,0,0,0,0
S=C=NCCc1ccccc1,S=C=NCCC1=CC=CC=C1,11,1.0,1.0,0,0,0,0
O=S1(=O)NCNc2cccnc21,O=S1(=O)NCNC2=CC=CN=C21,12,1.0,1.0,0,0,0,0
OC1CC2CC1CC2N=C=S,OC1CC2CC1CC2N=C=S,11,1.0,1.0,0,0,0,0
C=CCOc1cccc(OC)c1,C=CCOC1=CC=CC(OC)=C1,12,1.0,1.0,0,0,0,0
O=C(O)c1ccc(F)nc1,O=C(O)C1=CC=C(F)N=C1,10,1.0,1.0,0,0,0,0
CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CC=O,11,1.0,1.0,0,0,0,0
CCOC(=O)C(=O)CC,CCOC(=O)C(=O)CC,9,1.0,1.0,0,0,0,0
O=C(O)c1cnccn1,O=C(O)C1=CN=CC=N1,9,1.0,1.0,0,0,0,0
N#CN1CCCC1,N#CN1CCCC1,7,1.0,1.0,0,0,0,0
CC(N)CCCNCCCN,CC(N)CCCNCCCN,11,1.0,1.0,0,0,0,0
Cn1c(=O)ccc2ccccc21,CN1C(=O)C=CC2=CC=CC=C21,12,1.0,1.0,0,0,0,0
NCC1CCC(c2c[nH]cn2)O1,NCC1CCC(C2=CNC=N2)O1,12,1.0,1.0,0,0,0,0
O=S1(=O)N=CNc2ccncc21,O=S1(=O)N=CNC2=CC=NC=C21,12,1.0,1.0,0,0,0,0
CC(=O)NC1=NC(=O)CS1,CC(=O)NC1=NC(=O)CS1,10,1.0,1.0,0,0,0,0
O=C1NC2CC=CCC12,O=C1NC2CC=CCC12,9,1.0,1.0,0,0,0,0
c1ccc2[nH]cnc2c1,C1=CC=C2NC=NC2=C1,9,1.0,1.0,0,0,0,0
CCn1oc(C)cc1=O,CCN1OC(C)=CC1=O,9,1.0,1.0,0,0,0,0
CSCCCCN=C=S,CSCCCCN=C=S,9,1.0,1.0,0,0,0,0
NCCCCCNCCCCN,NCCCCCNCCCCN,12,1.0,1.0,0,0,0,0
Oc1ccc(CN=C=S)cc1,OC1=CC=C(CN=C=S)C=C1,11,1.0,1.0,0,0,0,0
O=C(O)CCC1=CCOC1=O,O=C(O)CCC1=CCOC1=O,11,1.0,1.0,0,0,0,0
Oc1cccc2cn[nH]c12,OC1=CC=CC2=C1NN=C2,10,1.0,1.0,0,0,0,0
C=CCC(N)C(=O)O,C=CCC(N)C(=O)O,8,1.0,1.0,0,0,0,0
NC(Cc1ccccc1)C(=O)O,NC(CC1=CC=CC=C1)C(=O)O,12,1.0,1.0,0,0,0,0
NNC(=O)c1ccccc1N,NNC(=O)C1=CC=CC=C1N,11,1.0,1.0,0,0,0,0
NCCSSCCN,NCCSSCCN,8,1.0,1.0,0,0,0,0
CCCC1CC(N)=NC1C,CCCC1CC(N)=NC1C,10,1.0,1.0,0,0,0,0
CCCCC(CC)CN,CCCCC(CC)CN,9,1.0,1.0,0,0,0,0
CC(=O)C(=O)C(O)C(C)O,CC(=O)C(=O)C(O)C(C)O,10,1.0,1.0,0,0,0,0
O=C(O)c1cocc1C(=O)O,O=C(O)C1=COC=C1C(=O)O,11,1.0,1.0,0,0,0,0
Cn1nccc1-c1cc[nH]n1,CN1N=CC=C1C1=NNC=C1,11,1.0,1.0,0,0,0,0
CCC(C)NC(=O)CC(C)C,CCC(C)NC(=O)CC(C)C,11,1.0,1.0,0,0,0,0
CC(CO)N1CCS(=O)(=O)CC1,CC(CO)N1CCS(=O)(=O)CC1,12,1.0,1.0,0,0,0,0
Cc1cc(-c2cc[nH]n2)c(C)s1,CC1=CC(C2=NNC=C2)=C(C)S1,12,1.0,1.0,0,0,0,0
CCC(N)C(=O)O,CCC(N)C(=O)O,7,1.0,1.0,0,0,0,0
O=C1CC(SCCCO)N1,O=C1CC(SCCCO)N1,10,1.0,1.0,0,0,0,0
CC(C)C(O)C(=O)O,CC(C)C(O)C(=O)O,8,1.0,1.0,0,0,0,0
C=C1C(=O)OC=C1C(=O)O,C=C1C(=O)OC=C1C(=O)O,10,1.0,1.0,0,0,0,0
Cc1sc(-c2ccco2)nc1O,CC1=C(O)N=C(C2=CC=CO2)S1,12,1.0,1.0,0,0,0,0
O=C1CCCc2ccccc21,O=C1CCCC2=CC=CC=C12,11,1.0,1.0,0,0,0,0
CCCOc1ncccc1N,CCCOC1=NC=CC=C1N,11,1.0,1.0,0,0,0,0
CC(CC(=O)O)C(N)C(=O)O,CC(CC(=O)O)C(N)C(=O)O,11,1.0,1.0,0,0,0,0
C=CC1(C)SC(=O)C=C1O,C=CC1(C)SC(=O)C=C1O,10,1.0,1.0,0,0,0,0
NC(C(=O)O)C(O)c1c[nH]cn1,NC(C(=O)O)C(O)C1=CNC=N1,12,1.0,1.0,0,0,0,0
Oc1csc(O)n1,OC1=CSC(O)=N1,7,1.0,1.0,0,0,0,0
CCCCCC(N)C(=O)O,CCCCCC(N)C(=O)O,10,1.0,1.0,0,0,0,0
CC1(C)CC(O)CC(C)(C)N1O,CC1(C)CC(O)CC(C)(C)N1O,12,1.0,1.0,0,0,0,0
COC(=O)CNC(=O)CC(C)C,COC(=O)CNC(=O)CC(C)C,12,1.0,1.0,0,0,0,0
N#CCC(=O)NC1CCCC1,N#CCC(=O)NC1CCCC1,11,1.0,1.0,0,0,0,0
S=C1NNC(=S)NN1,S=C1NNC(=S)NN1,8,1.0,1.0,0,0,0,0
CN1CCCC1c1cccnc1,CN1CCCC1C1=CC=CN=C1,12,1.0,1.0,0,0,0,0
NNC(=O)C=CC(=O)NN,NNC(=O)C=CC(=O)NN,10,1.0,1.0,0,0,0,0
OC1CCOc2ccccc21,OC1CCOC2=CC=CC=C21,11,1.0,1.0,0,0,0,0
CC(N)c1ccccc1,CC(N)C1=CC=CC=C1,9,1.0,1.0,0,0,0,0
NC(CCCCC(=O)O)C(=O)O,NC(CCCCC(=O)O)C(=O)O,12,1.0,1.0,0,0,0,0
COc1ccc(CC(N)=O)cc1,COC1=CC=C(CC(N)=O)C=C1,12,1.0,1.0,0,0,0,0
CCN1CC=CCC1,CCN1CC=CCC1,8,1.0,1.0,0,0,0,0
CC(N)C(C)CCN,CC(N)C(C)CCN,8,1.0,1.0,0,0,0,0
Sc1nnc(-c2ccccn2)o1,SC1=NN=C(C2=CC=CC=N2)O1,12,1.0,1.0,0,0,0,0
CCC(C(N)=O)C(C)C,CCC(C(N)=O)C(C)C,9,1.0,1.0,0,0,0,0
O=C(O)C12CCC(O)C1C2,O=C(O)C12CCC(O)C1C2,10,1.0,1.0,0,0,0,0
CC(=O)Nc1ccc(N)cc1,CC(=O)NC1=CC=C(N)C=C1,11,1.0,1.0,0,0,0,0
Cc1cc(C)n(CC(=O)O)n1,CC1=CC(C)=NN1CC(=O)O,11,1.0,1.0,0,0,0,0
Cc1nccc2nc(S)ccc12,CC1=NC=CC2=NC(S)=CC=C12,12,1.0,1.0,0,0,0,0
Cc1cc(C2CCCN2C)no1,CC1=CC(C2CCCN2C)=NO1,12,1.0,1.0,0,0,0,0
COc1c(O)cc(C=O)cc1O,COC1=C(O)C=C(C=O)C=C1O,12,1.0,1.0,0,0,0,0
CC(O)CNC(=N)NCCS,CC(O)CNC(=N)NCCS,11,1.0,1.0,0,0,0,0
OCC1NCC(F)C(O)C1O,OCC1NCC(F)C(O)C1O,11,1.0,1.0,0,0,0,0
O=C1N=C2N=CC=C2C(=O)N1,O=C1N=C2N=CC=C2C(=O)N1,11,1.0,1.0,0,0,0,0
Nc1nc(=O)n2cc[nH]c2n1,NC1=NC(=O)N2C=CNC2=N1,11,1.0,1.0,0,0,0,0
CC1CCN2CCCC12,CC1CCN2CCCC12,9,1.0,1.0,0,0,0,0
CC(O)CN(N=O)C(N)=O,CC(O)CN(N=O)C(N)=O,10,1.0,1.0,0,0,0,0
CN(C)C=C1NC(=S)NC1=O,CN(C)C=C1NC(=S)NC1=O,11,1.0,1.0,0,0,0,0
CC(=O)NN=Cc1ccccc1,CC(=O)NN=CC1=CC=CC=C1,12,1.0,1.0,0,0,0,0
CNC(=S)NC,CNC(=S)NC,6,1.0,1.0,0,0,0,0
CC1CC1CC(=O)O,CC1CC1CC(=O)O,8,1.0,1.0,0,0,0,0
Nc1nncc2[nH]cnc12,NC1=NN=CC2=C1N=CN2,10,1.0,1.0,0,0,0,0
CC(=O)C=Cc1ccc(C)cc1,CC(=O)C=CC1=CC=C(C)C=C1,12,1.0,1.0,0,0,0,0
NC1=NS(=O)(=O)Nc2[nH]cnc21,NC1=NS(=O)(=O)NC2=C1N=CN2,12,1.0,1.0,0,0,0,0
CC(C)CSC(=N)N,CC(C)CSC(=N)N,8,1.0,1.0,0,0,0,0
Cc1cc(C(=O)O)c(N)s1,CC1=CC(C(=O)O)=C(N)S1,10,1.0,1.0,0,0,0,0
Oc1cccc(C2CCNC2)c1,OC1=CC=CC(C2CCNC2)=C1,12,1.0,1.0,0,0,0,0
CCC1CC(C(=O)O)CC(=O)N1,CCC1CC(C(=O)O)CC(=O)N1,12,1.0,1.0,0,0,0,0
CC(=O)Oc1ccc(C)cc1,CC(=O)OC1=CC=C(C)C=C1,11,1.0,1.0,0,0,0,0
CC(=O)c1ccc(C)o1,CC(=O)C1=CC=C(C)O1,9,1.0,1.0,0,0,0,0
CC(=O)Nc1sccc1C(N)=O,CC(=O)NC1=C(C(N)=O)C=CS1,12,1.0,1.0,0,0,0,0
COC(=O)C1C(C=O)C1(C)C,COC(=O)C1C(C=O)C1(C)C,11,1.0,1.0,0,0,0,0
N=C(N)c1ccc(CCO)cc1,N=C(N)C1=CC=C(CCO)C=C1,12,1.0,1.0,0,0,0,0
O=C(O)Cc1ccccc1O,O=C(O)CC1=CC=CC=C1O,11,1.0,1.0,0,0,0,0
O=C1NCCc2[nH]ccc21,O=C1NCCC2=C1C=CN2,10,1.0,1.0,0,0,0,0
CCSC(=O)NC1CCCCC1,CCSC(=O)NC1CCCCC1,12,1.0,1.0,0,0,0,0
OCc1cc2ccsc2s1,OCC1=CC2=C(SC=C2)S1,10,1.0,1.0,0,0,0,0
ON=CC1=CCOCC1,ON=CC1=CCOCC1,9,1.0,1.0,0,0,0,0
COc1oc2ccccc2c1N,COC1=C(N)C2=CC=CC=C2O1,12,1.0,1.0,0,0,0,0
CCC(C)N=C=S,CCC(C)N=C=S,7,1.0,1.0,0,0,0,0
CCCC(CN)CC(=O)O,CCCC(CN)CC(=O)O,10,1.0,1.0,0,0,0,0
CCCC(C)n1[nH]c(=O)cc1N,CCCC(C)N1NC(=O)C=C1N,12,1.0,1.0,0,0,0,0
Cc1ccc2ccncc2c1N,CC1=CC=C2C=CN=CC2=C1N,12,1.0,1.0,0,0,0,0
Nc1cccc2ccncc12,NC1=CC=CC2=CC=NC=C12,11,1.0,1.0,0,0,0,0
NS(=O)(=O)N1CCCCC1,NS(=O)(=O)N1CCCCC1,10,1.0,1.0,0,0,0,0
CSSc1cccs1,CSSC1=CC=CS1,8,1.0,1.0,0,0,0,0
CC(C)OC(=O)C=CC(=O)O,CC(C)OC(=O)C=CC(=O)O,11,1.0,1.0,0,0,0,0
N#CC=C(N)c1ccc(F)cc1,N#CC=C(N)C1=CC=C(F)C=C1,12,1.0,1.0,0,0,0,0
CCN(CC)CC,CCN(CC)CC,7,1.0,1.0,0,0,0,0
CCC(C(=O)O)C(=O)O,CCC(C(=O)O)C(=O)O,9,1.0,1.0,0,0,0,0
CC1(C)C2C=CC1C(=O)CC2,CC1(C)C2C=CC1C(=O)CC2,11,1.0,1.0,0,0,0,0
CC(O)(C(N)=O)c1ccccc1,CC(O)(C(N)=O)C1=CC=CC=C1,12,1.0,1.0,0,0,0,0
CCn1cc(C=NO)c(C)n1,CCN1C=C(C=NO)C(C)=N1,11,1.0,1.0,0,0,0,0
O=C1NOC2CNCCC12,O=C1NOC2CNCCC12,10,1.0,1.0,0,0,0,0
C=C(C(=O)O)C(O)CO,C=C(C(=O)O)C(O)CO,9,1.0,1.0,0,0,0,0
CC(C)C(CN)CC(=O)O,CC(C)C(CN)CC(=O)O,10,1.0,1.0,0,0,0,0
Nc1nc(-c2nonc2N)no1,NC1=NC(C2=NON=C2N)=NO1,12,1.0,1.0,0,0,0,0
CSc1nc(C)c2c(n1)SCC2,CSC1=NC(C)=C2CCSC2=N1,12,1.0,1.0,0,0,0,0
C=C1CCC2CC1C2(C)C,C=C1CCC2CC1C2(C)C,10,1.0,1.0,0,0,0,0
CON=C(F)C1CN2CCC1C2,CON=C(F)C1CN2CCC1C2,12,1.0,1.0,0,0,0,0
